
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,18,9,1,9,4,1,100,73,40,1022,1017,1010,16,13,2,29,6,37,0.00,2,Rain,205<br />
2012-1-2,13,7,1,6,-7,-11,60,38,27,1015,1013,1011,16,16,16,27,19,40,0.00,1,,302<br />
2012-1-3,2,-1,-5,-9,-12,-16,59,44,32,1026,1019,1014,16,16,16,35,19,50,0.00,2,,322<br />
2012-1-4,3,-2,-8,-9,-12,-16,71,46,34,1029,1024,1017,16,16,16,26,13,,0.00,1,Rain,254<br />
2012-1-5,10,5,0,-2,-6,-9,70,48,33,1017,1016,1015,16,16,16,19,11,,0.00,1,,260<br />
2012-1-6,19,11,3,0,-2,-3,65,46,25,1017,1015,1013,16,16,16,26,14,35,0.00,0,,231<br />
2012-1-7,18,10,3,6,3,-1,79,60,43,1017,1013,1012,16,16,16,23,11,32,0.00,1,,229<br />
2012-1-8,12,7,1,5,-1,-3,89,57,41,1026,1024,1017,16,16,16,16,10,,0.00,2,,47<br />
2012-1-9,7,6,4,5,3,2,96,86,74,1026,1023,1017,16,14,8,13,6,,1.52,8,Rain,43<br />
2012-1-10,12,7,1,5,2,0,96,80,43,1019,1017,1016,16,13,5,14,8,,0.00,4,,281<br />
2012-1-11,14,7,0,13,6,-1,100,92,77,1017,1011,1000,16,10,1,27,6,39,11.18,5,Rain,112<br />
2012-1-12,16,13,10,13,9,7,94,80,60,1002,1000,998,16,16,16,37,21,47,0.00,3,,220<br />
2012-1-13,13,8,2,8,-4,-8,77,48,35,1015,1008,997,16,16,16,42,31,64,0.00,1,,253<br />
2012-1-14,6,1,-3,-6,-8,-9,72,53,37,1022,1019,1016,16,16,16,23,11,35,0.00,1,,275<br />
2012-1-15,3,-2,-6,-4,-9,-12,78,56,33,1036,1029,1021,16,16,16,23,10,35,0.00,2,,359<br />
2012-1-16,8,1,-6,1,-6,-9,85,61,40,1037,1033,1026,16,16,16,24,6,37,0.51,2,Rain,200<br />
2012-1-17,17,12,7,11,7,1,82,66,56,1025,1016,1009,16,16,16,48,27,61,0.00,4,,227<br />
2012-1-18,15,8,1,12,-1,-8,90,55,31,1021,1015,1009,16,16,11,27,23,42,0.25,3,Rain,335<br />
2012-1-19,7,2,-3,-2,-6,-9,74,54,34,1024,1021,1017,16,16,16,21,11,,0.00,1,,274<br />
2012-1-20,7,4,3,2,-2,-6,89,67,54,1025,1022,1017,16,16,13,26,16,,2.29,2,Rain,55<br />
2012-1-21,12,7,1,11,6,-1,100,93,87,1024,1016,1011,16,11,2,21,13,32,9.14,8,Rain,314<br />
2012-1-22,4,2,1,3,1,-1,100,92,86,1029,1028,1025,13,8,4,24,13,34,0.00,8,,13<br />
2012-1-23,14,9,4,14,8,3,100,95,87,1026,1020,1016,16,9,0,21,8,,0.25,8,Fog-Rain,212<br />
2012-1-24,16,10,4,14,9,3,100,90,59,1022,1019,1016,16,11,0,23,11,,0.25,4,Fog-Rain,257<br />
2012-1-25,9,6,2,4,2,-1,100,88,54,1029,1025,1022,16,7,0,21,3,,0.00,1,Fog-Snow,60<br />
2012-1-26,18,10,2,13,7,1,100,87,63,1023,1019,1009,16,11,1,19,5,,0.00,3,,184<br />
2012-1-27,20,14,7,17,12,1,94,77,43,1016,1005,1001,16,13,1,42,23,60,12.19,4,Fog-Rain,235<br />
2012-1-28,14,7,0,3,1,-3,92,65,45,1022,1018,1015,16,16,16,21,8,32,0.00,0,,246<br />
2012-1-29,10,4,-1,-4,-7,-11,75,41,24,1027,1024,1022,16,16,16,24,11,,0.00,1,,258<br />
2012-1-30,8,3,-1,-1,-5,-8,82,54,32,1030,1027,1023,16,16,16,19,10,34,0.00,0,Rain,273<br />
2012-1-31,18,12,6,0,-2,-3,56,42,27,1027,1025,1023,16,16,16,24,19,34,0.00,0,,220<br />
2012-2-1,21,14,8,11,3,-1,93,50,32,1023,1020,1017,16,16,11,24,16,34,1.02,2,,227<br />
2012-2-2,15,11,6,12,10,0,100,90,63,1026,1017,1014,16,9,2,23,11,35,6.60,6,Rain,293<br />
2012-2-3,10,5,0,1,-1,-3,96,69,43,1033,1031,1028,16,15,10,19,8,,0.00,0,,18<br />
2012-2-4,14,7,0,8,3,-1,100,80,45,1029,1023,1019,16,12,5,24,10,,5.59,5,Rain,233<br />
2012-2-5,7,2,-2,4,2,-4,97,83,67,1025,1020,1017,16,12,5,21,11,32,2.29,6,Rain,20<br />
2012-2-6,9,3,-3,1,-1,-4,96,72,46,1026,1023,1020,16,14,6,13,3,,0.00,2,,229<br />
2012-2-7,13,7,0,1,-1,-3,93,63,34,1023,1021,1019,16,15,1,23,10,32,0.00,1,Rain,10<br />
2012-2-8,9,4,-1,5,3,-1,100,91,74,1023,1021,1019,16,9,1,16,5,27,2.03,4,Fog-Rain,3<br />
2012-2-9,8,3,-1,3,-3,-8,93,65,30,1025,1023,1021,16,16,16,24,14,32,0.00,1,,334<br />
2012-2-10,11,4,-3,2,1,-4,96,70,52,1024,1019,1012,16,16,16,21,8,,0.00,3,,205<br />
2012-2-11,7,2,-3,3,0,-11,96,75,55,1011,1007,1004,16,13,1,35,13,61,2.03,8,Rain-Snow,322<br />
2012-2-12,3,-2,-6,-7,-11,-13,86,58,33,1022,1017,1012,16,13,2,37,26,61,0.00,3,Snow,312<br />
2012-2-13,8,0,-8,-6,-9,-11,85,51,27,1025,1022,1021,16,16,16,14,5,,0.00,0,,216<br />
2012-2-14,13,8,3,3,-2,-6,68,51,31,1021,1019,1015,16,16,16,29,13,45,0.00,4,,205<br />
2012-2-15,14,8,1,3,1,-1,93,67,37,1026,1023,1017,16,16,14,23,11,29,0.00,0,Rain,311<br />
2012-2-16,12,7,2,8,6,1,100,90,53,1026,1020,1016,16,8,0,14,5,,6.86,6,Fog-Rain,43<br />
2012-2-17,14,8,2,7,5,1,100,88,55,1020,1018,1015,16,8,0,21,8,,0.00,5,Fog,324<br />
2012-2-18,14,7,1,5,2,-2,96,70,42,1021,1018,1015,16,13,3,23,5,40,0.00,0,Rain,195<br />
2012-2-19,11,6,1,2,1,-3,96,80,52,1017,1013,1009,16,10,2,29,21,48,16.00,7,Rain-Snow,34<br />
2012-2-20,7,2,-2,0,-1,-3,93,81,49,1028,1019,1011,16,12,2,26,18,39,2.79,5,Rain-Snow,350<br />
2012-2-21,12,3,-5,8,0,-6,100,82,63,1028,1024,1014,16,10,0,21,3,40,0.00,3,Fog-Rain,195<br />
2012-2-22,19,14,9,7,5,1,89,58,30,1014,1008,1001,16,16,16,27,18,35,0.00,0,Rain,229<br />
2012-2-23,22,16,9,13,9,7,93,72,46,1005,1003,1001,16,16,16,26,14,35,1.52,1,Rain,245<br />
2012-2-24,26,19,11,17,13,-3,94,69,36,1006,1000,995,16,16,8,39,26,61,3.05,2,Rain,233<br />
2012-2-25,11,7,3,-4,-8,-12,47,34,24,1027,1015,1007,16,16,16,39,31,61,0.00,2,Rain,292<br />
2012-2-26,9,3,-2,-1,-7,-12,89,52,34,1033,1031,1027,16,16,16,16,8,100,0.00,0,Rain,303<br />
2012-2-27,17,7,-2,9,4,-3,93,77,38,1032,1028,1026,16,16,16,34,11,39,0.00,3,Rain,218<br />
2012-2-28,11,7,2,9,2,-3,100,71,38,1031,1028,1026,16,16,14,23,13,35,0.00,1,Rain,23<br />
2012-2-29,17,9,1,15,11,-1,100,93,83,1028,1016,1008,16,10,1,23,8,,11.43,7,Rain,221<br />
2012-3-1,25,17,9,16,9,-1,93,63,24,1014,1007,1004,16,16,16,35,21,52,0.00,1,Rain,258<br />
2012-3-2,13,10,7,12,7,3,100,85,62,1019,1013,1006,16,13,6,27,13,26,2.54,5,Rain,83<br />
2012-3-3,18,14,11,16,13,5,96,81,64,1007,1004,1002,16,14,6,29,18,40,5.84,6,Rain,239<br />
2012-3-4,12,7,2,4,3,-4,97,81,40,1015,1007,1005,16,14,8,24,8,32,8.64,7,Rain,73<br />
2012-3-5,7,3,0,2,-1,-4,89,75,62,1032,1020,1014,16,16,14,37,13,48,0.51,5,Rain,285<br />
2012-3-6,8,3,-1,-1,-4,-7,70,57,42,1040,1037,1033,16,16,16,14,10,,0.00,0,Rain,59<br />
2012-3-7,20,11,3,8,4,-2,82,62,39,1038,1035,1031,16,16,16,32,18,47,0.00,0,,207<br />
2012-3-8,22,16,9,11,9,7,90,65,37,1031,1025,1020,16,16,16,39,21,50,0.00,1,,211<br />
2012-3-9,17,9,2,14,7,0,94,82,54,1027,1021,1017,16,12,3,27,18,39,6.86,6,Rain,22<br />
2012-3-10,8,4,1,1,-4,-7,89,59,35,1035,1033,1028,16,16,16,23,11,34,0.00,0,Rain,36<br />
2012-3-11,16,7,-1,2,-2,-3,92,58,27,1037,1034,1031,16,16,16,14,5,,0.00,0,,200<br />
2012-3-12,22,14,7,9,6,0,76,58,39,1031,1027,1024,16,16,16,26,14,34,0.00,0,,215<br />
2012-3-13,24,18,13,14,12,8,94,71,53,1023,1021,1018,16,16,11,26,21,34,2.03,3,Rain,219<br />
2012-3-14,27,19,12,14,11,6,97,60,29,1023,1021,1019,16,15,6,19,10,,0.00,0,Rain,196<br />
2012-3-15,29,21,14,13,11,8,87,57,29,1024,1023,1021,16,16,10,37,13,69,2.79,1,Rain,221<br />
2012-3-16,26,20,14,15,12,11,90,69,42,1022,1021,1019,16,16,13,19,13,,0.00,3,,244<br />
2012-3-17,20,14,11,13,12,10,100,88,63,1027,1025,1021,16,9,1,21,11,29,0.25,6,Rain,69<br />
2012-3-18,19,14,11,13,11,10,100,86,68,1028,1026,1023,16,12,1,19,11,,0.00,6,Fog,62<br />
2012-3-19,23,16,9,16,12,8,100,86,57,1024,1022,1021,16,11,1,21,2,,0.00,3,Fog-Rain,81<br />
2012-3-20,22,17,12,16,13,11,100,92,64,1025,1023,1021,16,5,0,16,3,,0.00,5,Fog,65<br />
2012-3-21,24,18,13,17,14,12,100,89,60,1026,1025,1024,16,9,1,19,6,,11.18,5,Fog-Rain,70<br />
2012-3-22,27,20,13,16,14,12,100,81,48,1025,1023,1020,16,11,0,23,5,,0.00,1,Fog,199<br />
2012-3-23,29,22,16,17,16,15,96,72,44,1020,1017,1014,16,16,11,16,10,,0.00,1,,221<br />
2012-3-24,22,19,17,18,17,15,94,87,70,1014,1012,1009,16,13,2,19,10,,6.60,5,Rain,204<br />
2012-3-25,18,16,13,17,14,11,100,92,88,1009,1007,1006,16,8,0,23,8,,7.87,6,Fog-Rain,16<br />
2012-3-26,21,16,9,12,6,-3,89,58,21,1021,1011,1007,16,15,10,37,16,52,0.00,3,,355<br />
2012-3-27,13,8,3,1,-5,-10,65,44,24,1028,1025,1022,16,16,16,19,11,29,0.00,0,Rain,349<br />
2012-3-28,26,17,7,15,8,1,87,60,39,1025,1015,1007,16,16,16,37,21,52,0.25,0,Rain,224<br />
2012-3-29,23,17,12,14,8,3,84,55,29,1016,1010,1006,16,16,16,24,16,32,0.00,0,Rain,329<br />
2012-3-30,16,11,6,8,7,5,96,74,53,1020,1016,1012,16,15,10,19,6,26,0.00,3,,93<br />
2012-3-31,22,16,11,16,11,7,90,82,68,1012,1009,1006,16,15,8,26,10,35,0.51,7,Rain,46<br />
2012-4-1,18,13,9,9,7,6,82,69,48,1013,1010,1003,16,16,16,23,14,37,0.00,5,,60<br />
2012-4-2,18,12,5,11,5,-2,93,60,28,1014,1008,1000,16,16,13,32,18,47,0.76,1,Rain,347<br />
2012-4-3,22,13,5,8,3,-6,92,56,21,1017,1014,1010,16,16,16,21,6,,0.00,0,,278<br />
2012-4-4,28,21,15,17,13,8,94,70,40,1009,1005,1001,16,13,3,23,13,34,6.35,3,,220<br />
2012-4-5,18,13,8,16,4,0,93,63,45,1013,1010,1004,16,16,10,26,13,40,0.51,7,,44<br />
2012-4-6,14,10,4,7,1,-5,86,59,27,1017,1014,1011,16,16,16,27,11,42,0.00,2,,26<br />
2012-4-7,18,10,3,1,-4,-7,86,41,18,1023,1020,1018,16,16,16,26,13,37,0.00,0,,339<br />
2012-4-8,22,12,3,4,-1,-6,79,45,18,1020,1015,1011,16,16,16,23,6,32,0.00,0,,297<br />
2012-4-9,24,16,8,5,-1,-4,71,37,16,1015,1012,1008,16,16,16,35,11,48,0.00,1,,281<br />
2012-4-10,23,14,7,8,1,-5,80,39,16,1012,1009,1005,16,16,16,32,14,48,0.00,2,,281<br />
2012-4-11,13,9,7,0,-3,-6,56,41,31,1018,1014,1010,16,16,16,29,19,40,0.00,4,,321<br />
2012-4-12,17,10,4,3,0,-3,86,54,27,1022,1020,1017,16,16,16,26,13,40,0.00,1,,331<br />
2012-4-13,18,10,3,5,3,-1,97,61,32,1025,1024,1022,16,16,16,14,5,27,0.00,1,,58<br />
2012-4-14,24,14,7,7,4,2,79,48,25,1026,1024,1021,16,16,16,24,11,35,0.00,0,,220<br />
2012-4-15,29,23,17,14,13,8,75,57,38,1021,1020,1018,16,16,16,27,23,42,0.00,1,,227<br />
2012-4-16,30,24,18,15,14,13,77,56,36,1021,1019,1016,16,16,16,32,23,42,0.00,0,,226<br />
2012-4-17,28,21,14,15,11,4,81,52,29,1022,1020,1017,16,16,16,23,13,32,0.00,1,,346<br />
2012-4-18,19,16,13,9,6,3,77,56,38,1023,1021,1020,16,16,16,34,13,45,0.00,5,,50<br />
2012-4-19,19,14,10,11,10,9,96,83,58,1020,1019,1017,16,14,4,21,10,27,7.37,6,Rain,38<br />
2012-4-20,22,14,8,14,10,7,100,87,58,1017,1015,1011,16,9,0,14,2,,0.00,3,Fog,73<br />
2012-4-21,28,21,14,16,14,13,96,73,41,1011,1009,1005,16,14,4,21,11,35,0.00,3,Rain,206<br />
2012-4-22,17,13,9,16,12,8,94,92,86,1007,1002,994,16,7,2,29,16,47,43.18,8,Rain,18<br />
2012-4-23,12,9,7,8,6,2,93,79,61,1003,998,994,16,15,6,26,16,40,1.02,7,Rain,294<br />
2012-4-24,17,11,5,4,1,-4,86,56,24,1008,1005,1003,16,16,16,34,14,42,0.00,1,,242<br />
2012-4-25,22,13,4,6,2,-2,89,50,21,1014,1011,1008,16,16,16,21,6,35,0.00,1,Rain,256<br />
2012-4-26,22,17,14,17,14,7,94,81,55,1013,1008,1005,16,14,8,24,11,35,2.03,6,Rain,218<br />
2012-4-27,22,15,9,16,8,3,90,62,33,1022,1015,1007,16,16,16,23,13,37,0.00,3,Rain,355<br />
2012-4-28,16,11,8,10,7,2,93,75,42,1025,1023,1020,16,16,8,24,8,29,2.54,7,Rain,34<br />
2012-4-29,16,11,7,10,9,7,100,86,64,1024,1023,1019,16,12,1,16,5,,1.02,5,Fog-Rain,27<br />
2012-4-30,21,14,7,14,9,6,100,82,46,1026,1024,1021,16,9,0,16,3,,0.00,5,Fog,111<br />
2012-5-1,30,23,18,18,17,14,90,73,48,1021,1019,1016,16,16,13,29,19,39,0.00,4,,218<br />
2012-5-2,31,22,14,19,17,13,93,75,43,1020,1018,1016,16,14,8,24,14,,0.00,2,,213<br />
2012-5-3,26,20,15,18,15,13,93,81,62,1022,1019,1017,16,16,10,14,8,,0.00,4,,86<br />
2012-5-4,31,23,16,21,18,15,96,78,51,1018,1014,1012,16,11,3,37,6,64,15.75,2,Rain-Thunderstorm,238<br />
2012-5-5,27,22,17,19,18,16,100,88,58,1013,1012,1010,16,8,0,26,10,39,15.75,5,Fog-Rain-Thunderstorm,58<br />
2012-5-6,22,18,14,16,14,12,93,81,64,1019,1016,1013,16,15,3,21,14,32,0.00,6,,67<br />
2012-5-7,21,16,10,12,9,6,97,72,39,1020,1019,1017,16,14,1,26,8,37,0.00,1,Fog,100<br />
2012-5-8,26,19,12,14,12,11,93,62,39,1018,1014,1011,16,16,14,23,11,35,0.00,1,,182<br />
2012-5-9,21,18,16,19,17,14,94,87,68,1012,1006,1003,16,11,3,24,16,32,21.34,8,Rain,234<br />
2012-5-10,23,17,10,14,10,4,94,71,35,1014,1007,1003,16,15,6,29,11,47,0.25,3,,316<br />
2012-5-11,22,16,10,9,5,0,83,53,24,1023,1020,1015,16,16,16,24,8,34,0.00,1,,342<br />
2012-5-12,26,19,12,11,8,6,80,54,29,1027,1025,1024,16,16,16,23,10,29,0.00,0,,234<br />
2012-5-13,26,22,17,14,12,9,80,57,42,1025,1023,1021,16,16,16,23,14,35,0.00,2,,211<br />
2012-5-14,27,21,17,17,16,14,93,71,52,1022,1019,1016,16,16,11,24,10,35,1.02,6,Rain,170<br />
2012-5-15,23,22,21,20,18,17,90,84,78,1017,1015,1014,16,14,2,23,14,29,2.29,7,Rain,186<br />
2012-5-18,22,19,15,8,7,4,53,44,36,1020,1020,1019,16,16,16,35,24,47,0.00,0,Rain,51<br />
2012-5-19,24,17,9,12,8,6,86,56,34,1021,1020,1019,16,16,16,24,11,35,0.00,0,,25<br />
2012-5-20,23,18,14,18,16,7,94,86,55,1019,1017,1015,16,9,3,24,14,40,2.29,8,Rain,21<br />
2012-5-21,24,20,17,18,18,16,96,86,69,1017,1015,1013,16,13,3,26,10,29,0.51,7,Rain,147<br />
2012-5-22,26,21,17,19,17,16,96,87,64,1013,1011,1010,16,13,1,14,3,,0.00,5,,170<br />
2012-5-23,27,21,15,19,17,14,94,79,60,1015,1012,1011,16,11,0,21,3,,0.00,3,Fog,203<br />
2012-5-24,27,22,18,20,18,14,93,78,64,1019,1018,1015,16,16,13,21,8,32,0.00,4,,107<br />
2012-5-25,28,23,18,21,19,17,100,84,58,1021,1020,1019,16,10,0,23,6,27,0.00,3,Fog,97<br />
2012-5-26,28,22,16,20,18,16,100,85,54,1022,1021,1020,16,9,0,19,3,27,0.00,3,Fog,107<br />
2012-5-27,29,22,17,22,18,16,100,85,61,1022,1021,1018,16,9,0,21,5,,0.00,2,Fog,95<br />
2012-5-28,31,27,23,21,21,19,90,72,51,1020,1017,1015,16,16,16,24,14,32,0.00,3,,228<br />
2012-5-29,36,29,23,21,21,19,88,74,41,1015,1013,1010,16,16,16,35,19,45,0.00,2,,222<br />
2012-5-30,24,22,20,22,20,18,94,89,82,1010,1008,1005,16,14,6,24,13,34,12.70,6,Rain,346<br />
2012-5-31,30,24,18,19,17,14,96,76,38,1012,1009,1007,16,11,0,19,6,29,0.25,1,Fog,337<br />
